element_id	longitude_deg	latitude_deg	depth_m	strike_deg	dip_deg	strike_slip_m	dip_slip_m	area_m2	shear_modulus_pa
26	96.3190778728085	18.8186161400911	-820.867708626414	169.604781343373	86.6578350714182	-3.39865950215874	0.225403746515231	3166439.51803687	6721300583.88942
27	96.3079010861752	18.8796660285765	-410.433854313207	170.826223706169	92.5968525135119	-3.45774209758396	0.222626017297062	3163127.22789025	6468753369.65997
28	96.3107017013101	18.8644036400262	-820.867708626414	170.629358687043	91.1284350909677	-3.43445651930546	0.225013751459677	3165254.02377697	6721300583.88942
29	96.300954467743	18.925450859633	-410.433854313207	172.062883895301	93.4182045912138	-3.50045140892325	0.202745898572214	3145130.00272402	6468753369.65997
30	96.3031995350629	18.9101893951393	-820.867708626414	171.836845094821	93.0093997409481	-3.45774209758396	0.222626017297062	3158186.13526738	6721300583.88942
31	96.2946992251591	18.9712343296962	-410.433854313207	172.350911277747	90.5643140660596	-3.57021263760079	0.164841151395812	3172105.88660393	6468753369.65997
32	96.2964705555693	18.955973635417	-820.867708626414	172.084100208037	90.9115123454559	-3.50045140892325	0.202745898572214	3153310.13423937	6721300583.88942
33	96.2881381523718	19.0170177885224	-410.433854313207	171.472427042179	84.4890234368476	-3.74094029412466	0.122780678560108	3203189.21552844	6468753369.65997
34	96.2898182244594	19.0017573408384	-820.867708626414	171.763632808212	86.5610489193056	-3.57021263760079	0.164841151395812	3185227.29060903	6721300583.88942
35	96.2806607240324	19.0628019684222	-410.433854313207	170.429716627641	80.6711348757523	-4.03303677302127	0.172689321097898	3204470.53570014	6468753369.65997
